sample_id,severity,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc,from_project,label
4072597,none,0,164,3,1,5,6,1,1,2,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,0,1,0
8100520,none,0,96,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0
7274045,none,0,398,3,2,5,7,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,10,1,0,0,1,0
7030976,none,0,69,1,1,1,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0
7276259,none,0,181,1,5,4,11,1,0,1,4,2,1,0,4,0,0,1,2,1,1,1,0,0,0,27,20,0,0,1,0
3987166,none,0,75,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,0
7204338,none,0,64,1,1,1,5,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,1,0
9209481,none,1,154,1,2,1,9,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,11,1,0,1,0,0
9012407,none,0,52,4,17,15,40,4,6,0,15,0,0,1,3,0,0,0,5,10,0,3,0,0,0,22,1,0,0,1,0
5343588,none,0,101,15,15,37,73,2,18,2,37,1,1,2,3,2,0,6,1,20,6,3,0,0,0,100,1,5,0,1,0
5965453,none,0,173,2,3,3,8,2,0,1,3,0,0,1,0,0,0,1,0,0,0,2,0,0,0,8,2,0,0,1,0
7747391,none,0,45,6,2,10,8,0,0,0,10,2,1,0,1,0,1,0,0,4,0,0,0,0,0,29,1,0,0,1,0
4535026,none,1,69,1,1,3,41,0,1,0,3,1,1,0,0,0,0,38,1,2,1,0,0,0,0,38,1,0,0,1,0
4318753,none,0,201,1,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
8739715,none,0,513,3,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,1,0
7476486,none,1,17,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,1,0
8423791,none,0,123,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0
5882133,none,1,64,5,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,1,0,0,1,0
6459836,none,0,1266,14,1,8,13,0,5,0,8,0,0,0,0,0,0,18,7,4,0,0,0,0,0,37,2,0,0,1,0
